code,name,lat,lon
AKNR,ADHYATMIK NAGAR,28.679594,77.499447
AKOR,AKALKOT ROAD,17.4506,76.1381
AKOT,AKOT,21.095391,77.046947
AKP,ANAKAPALLE,17.695,83.0083
AKR,AKOLNER,18.9855,74.6691
AKRA,AKRA,22.5146,88.249
AKRD,AKURDI,18.6484,73.7645
AKS,ANKUSPUR,25.5675,83.4809
AKT,AKALTARA,22.029081,82.422009
AKV,ANKLESHWAR JN,21.6243,73.0011
AKVD,AKIVIDU,16.5828,81.3692
AKW,AKONA,25.613977,80.140285
AKZ,AKASHI,23.4067,84.8256
AL,ATTILI,16.68,81.6162
ALAI,ALAI,27.337567,73.586238
ALAL,ALAL,30.3778,75.7238
ALAT,AVULADATLA,14.689669,76.974072
ALAU,ALAU,22.214424,71.699696
ALB,ALIA BADA,22.4468,70.2104
ALER,ALER,17.6454,79.0478
ALGP,ALGAPUR,24.754373,92.595538
ALJ,ALIGANJ,29.11418,78.91951
ALJN,ALIGARH JN,27.8891,78.0741
ALK,ALAKKUDI,10.7774,79.0535
ALLP,ALAPPUZHA,9.4835,76.3222
ALM,ALAMANDA,18.012,83.2711
ALMR,ALAMPUR,21.943523,71.698666
ALMW,ALMAW,25.2594,82.4894
ALN,ALANDI,18.450789,74.092655
ALNI,ALNIYA,24.9683,75.9421
ALNP,AKELAHANSPUR(HALT),28.34095,80.315981
ALP,ALAPAKKAM,11.543271,79.725208
ALPD,ADALPAHARI,24.2082189,87.7094874
ALPR,ALAMPUR ROAD,15.895177,78.046532
ALS,AMLORI SARSAR,26.272,84.3473
ALU,ARIYALUR,11.1502,79.0685
ALUH,ALAULI,25.6436826,86.4123094
ALW,ALWAL,17.505289,78.514516
AMA,ATAMANDA,28.58617,79.468253
AMB,AMBODALA,19.8364,83.4561
AMBG,ARAMBAG,22.88811,87.791748
AMC,AMRITAPURA,14.1399,76.2488
AMD,AMILA,26.191026,83.522358
AMDI,AMDI P.H.,21.35254,79.318886
AME,AMETHI,26.1526,81.8059
AMG,ALAMNAGAR,26.8474,80.8606
AMGA,AMJONGA,25.981425,90.84569
AMGU,AMMUGUDA,17.488686,78.5232091
AMH,AZAMGARH,26.039,83.161
AMHA,AMETHA,24.4057073,76.4384104
AMI,AMRAVATI,20.9298,77.7575
AMIN,AMIN,29.9046,76.8997
AML,AMALSAD,20.8113,72.956
AMLA,AMLA JN,21.9198,78.1233
AMLI,AMLI,25.828,76.286
AMLO,AMLO,23.768693,85.980034
AMLP,AMALPUR,22.1614,73.5086
AMM,ADIRAMPATINAM,10.33147,79.384632
AMNE,AMALNER B,18.9325677,75.3289862
AMNR,AMMANUR,10.5912,79.6409
AMO,AMOLWA,27.210671,84.477997
AMP,AHAMADPUR JN.,23.8329,87.6935
AMPA,AMBALAPPUZHA,9.386149,76.363907
AMPL,AMMAPALLI HALT,25.264103,87.471428
AMPR,AMARPURA RATHAN,29.483539,74.079093
AMQ,AMMUGUDA,17.486829,78.527005
AMRA,AMHA PIPRA,26.146623,86.7923781
AMRO,AMROHA,28.8923,78.4739
AMS,AMAUSI,26.7745,80.8416
AMSA,AMMASANDRA,13.264821,76.711736
AMT,AMMAPET,10.779306,79.315538
AMTA,AMTA,22.574868,88.0188971
AMVA,AMARAVILA HALT,8.396809,77.100062
AMW,AMAN VADI,20.300197,77.064971
AMY,AKATHUMURI,8.70016,76.758642
AN,AMALNER,21.0492,75.0575
ANA,ASLANA,23.8601,79.3191
ANAH,AUNTA HALT,25.376911,85.962696
ANAS,ANAS,22.8655,74.421
ANB,AMMANABROLU,15.596832,80.148783
ANC,ANNECHAKANAHALI,12.73814,76.283054
ANCR,ANCHURI,23.284124,86.993394
AND,ANDAMPALIAM,12.0881,79.1687
ANDI,ADARSH NAGAR DELHI,28.714265,77.166767
ANDN,ANAND NAGAR,27.1033,83.2703
ANE,ANANTARAJUPET,13.9997,79.3025
ANF,ANANDAPURAM,14.073644,75.209484
ANG,AHILYANAGAR,19.075178,74.721622
ANGL,ANGUL,20.859935,85.100484
ANGM,AUNGRIDHAN,25.191284,85.226261
ANGR,ANGADGERI HALT,16.451644,75.845661
ANH,ANKORAH AKORHA,24.7614,84.1697
ANI,AJANTI,21.894314,76.286316
ANK,ANKAI,20.180932,74.45735
ANKL,ANKOLA,14.6448,74.3324
ANLG,AMAN LODGE,19.0010663,73.2814905
ANM,ANAIMALAI ROAD,10.624504,76.934681
ANMD,ARANG MAHANADI,21.1895,81.9554
ANMP,ARJUN NAGAR,24.397166,86.637046
ANND,ANAND JN,22.5617,72.9662
ANNR,ANNANUR,13.116428,80.127153
ANO,ANJANI,17.620955,73.399658
ANP,ANANDATANDAVAPURAM,11.145561,79.659119
ANPR,ANPARA,24.217,82.7658
ANQ,AMNAPUR,17.049235,74.459324
ANR,ANARA,23.480882,86.559563
ANSB,ANANDPUR SAHIB,31.230044,76.500134
ANT,ANANTNAG,33.7386014,75.10572
ANU,ANANGUR,11.3967,77.8198
ANV,ANNAVARAM,17.2694,82.4194
ANVR,ANAND VIHAR,28.649084,77.314494
ANVT,ANAND VIHAR TERMINAL,28.643218,77.307444
ANW,ANAWAL,20.84293,73.264389
ANY,ARUMUGANERI,8.5793,78.092
AO,AONLA,28.295841,79.16894
AON,ARAON,27.1159,78.6966
AONI,AMONI,26.445244,92.914127
AOR,ARGORA,23.3466,85.3139
AP,ASHOKAPURAM,12.273922,76.635475
APA,AMARPURA,26.111053,74.249382
APB,ANUPPAMBATTU,13.304103,80.230579
APD,ALIPUR DUAR,26.479447,89.520807
APDC,ALIPUR DUAR CRT,26.499305,89.526858
APDJ,ALIPUR DUAR JN,26.522999,89.533768
APE,ANDANAPPETTAI,10.759133,79.844406
APG,ANUPGANJ,26.7569,81.1257
APH,ANUPGARH,29.1968,73.2045
API,AKKARAIPPATTI,10.3998405,77.9201125
APJ,AMARPUR JORASI,28.0215,76.0758
APK,ARUPPUKKOTTAI,9.5247,78.102
APKH,ASANPUR  KUPHA  HALT,26.296796,86.63257
APL,APPIKATLA,15.9702,80.5143
APN,AYODHYAPATTANAM,11.671822,78.234072
APP,AMBAPENDARPUR HALT,25.310977,85.531311
APR,ANUPPUR JN,23.117312,81.695967
APRD,ASHAPURNA DEVI,21.727371,87.638171
APRH,ALEHPUR HALT,26.208954,84.789129
APT,ANAPARTI,16.935837,81.953201
APTA,APTA,18.8636,73.1528
APU,ANIPUR,24.5457,92.4345
AQG,ASHAPURA GOMAT,26.950382,71.892815
ARA,ARA,25.5488,84.6625
ARAG,ARAG,16.823438,74.790974
ARCL,ARUNACHAL,24.855833,92.743235
ARD,AMARDA ROAD,21.734,87.1021
ARE,ARNETHA,25.3734,75.9982
ARG,ANGAR GHAT,25.7949,85.9067
ARGD,ARIGADA,23.6435,85.4665
ARGL,ARGUL PH,20.124247,85.6707
ARGP,ARALAGUPPE,13.253062,76.615369
ARH,AMHERA,29.2624,78.286
ARI,ANTRI,26.0827,78.2033
ARJ,AUNRIHAR JN.,25.54492,83.187532
ARK,ARAKU,18.333751,82.86232
ARKA,ARKHA,25.8675,81.3314
ARL,ARAUL MAKANPUR,26.9206,80.0186
ARMU,ARMUR,18.780682,78.311228
ARN,ARAND,21.1017,82.1827
ARNA,ARNIYA,27.008973,76.515827
ARNB,AMARUN,23.3684,87.9084
ARNG,ARUN NAGAR P.H.,20.730107,79.979267
ARNH,ARJUNAHALLI,12.512587,76.391459
AROR,AROOR HALT,9.878893,76.302623
ARP,ATRAMPUR,25.572,81.7456
ARPL,AREPALLI HALT,16.270504,77.862339
ARPR,ALIRAJPUR,22.300229,74.39914
ARQ,ARARIYA COURT JN.,26.115061,87.447052
ARR,ARARIYA JN.,26.136638,87.411518
ARU,ARASALU,13.9988,75.314
ARV,ARNI ROAD,12.6307,79.209
ARX,ARELI,27.9709,79.8863
AS,ARJANSAR,28.933726,73.871899
ASAF,ASIFABAD ROAD,19.2567,79.4168
ASAN,ASAN,29.401,76.8823
ASAR,ASARA HALT,29.249415,77.291671
ASB,ASANBONI,22.7121,86.3136
ASCE,ATHSARAI,25.6822,81.2559
ASD,AMBASAMUDRAM,8.707932,77.438683
ASE,ASAUDAH,28.736958,76.859193
ASH,AISHBAGH,26.859069,80.917826
ASI,ARSENI,27.2433,80.3941
ASJP,AMAR SAHEED JAGDEO PRASAD HALT,25.560407,84.410019
ASK,ARSIKERE JN,13.3142,76.2518
ASKN,ASHOK NAGAR,24.5802,77.7268
ASKR,ASHOK NAGAR RD,22.8265,88.6285
ASL,ASLAODA,23.2296,75.6152
ASLU,ASLU,28.369048,75.074902
ASN,ASANSOL JN.,23.691101,86.974812
ASO,ASANGAON,19.4392,73.3078
ASR,AMRITSAR,31.631752,74.858265
AST,ASAOTI,28.251318,77.324009
ASV,ASARVA JN,23.043721,72.612677
AT,ASNOTI,14.876276,74.147673
ATA,ATA,26.0675,79.6511
ATB,ALATTAMBADI,10.5787,79.6407
ATC,ARTS COLLEGE,17.4184,78.5199
ATE,ATARRA,25.2912,80.5763
ATG,ATGAON,19.4677,73.3003
ATH,ANTAH,25.161,76.3071
ATKS,ATWA KURSATH,27.1352,80.2804
ATL,ATHMAL GOLA,25.4533,85.6231
ATM,ALTAGRAM,26.6077,88.9463
ATMO,AITHAL,29.8051,78.0413
ATNR,AWATARNAGAR,25.7647,84.9571
ATP,ANANTAPUR,14.686228,77.595062
ATPA,AWANTIPURA,33.894678,74.981861
ATQ,ARANTANGI,10.171671,79.003029
ATR,ATTAR,21.998764,76.204948
ATRI,ATRI PH,20.2037292,85.4975682
ATRR,ATRAURA,25.3166,82.3145
ATRU,ATRU,24.882,76.6701
ATS,ATTABIRA,21.3878,83.7924
ATT,ATARI,31.5944,74.6067
ATU,ATTUR,11.595068,78.592372
ATUL,ATUL,20.5482,72.9279
ATW,ATWA MUTHIA HALT,27.27397,80.415459
ATWN,ASTHWAN,25.2314261,85.6320668
ATX,ALINAGAR TOLA,25.842694,87.34766
AUB,ALUABARI ROAD,26.269481,88.18541
AUBR,ANUGRAHA N ROAD,24.8555,84.3294
AUI,AURAHI,25.8225,87.1345
AUL,AGSAULI,27.7055,78.4444
AUN,AURANG NAGAR,29.044315,75.974922
AUNG,AUNG,26.1642,80.5445
AUR,ATRAULI ROAD,28.081712,78.206949
AUS,ANUPSHAHR,28.9654,75.2005
AUWA,AUWA,25.665047,73.564453
AV,ASVALI,19.8174,73.7511
AVC,AMARAVATHI COLONY JUNCTION,14.498259,75.854133
AVD,AVADI,13.118017,80.100288
AVK,ARAVANKADU,11.3594,76.7695
AVL,AMRITVEL,21.077012,71.679311
AVLI,ARAVALLI,16.62,81.5986
AVN,ANAVARDIKHANPETTAI,13.050884,79.56773
AVP,ABHANPUR JN,21.052623,81.745319
AVRD,ARAVALI ROAD,17.316431,73.53806
AVS,AUVANESWSAREM,9.0368,76.8531
AVT,AVATIHALLI  H,13.2988,77.7264
AWG,AWA GARH,27.4639,78.4731
AWH,ALEWAHI,20.3884,79.7106
AWL,ALAWALPUR,31.4255,75.6425
AWP,AGHWANPUR,28.9399,78.7032
AWPR,AWAPUR,26.508676,85.652676
AWR,ALWAR JUNCTION,27.559493,76.621485
AWS,AWASANI HALT,27.1596,84.0519
AWT,ALWAR TIRUNAGRI,8.602,77.9415
AWY,ALUVA,10.1079,76.3562
AXA,AMARSAR,22.5858,70.9169
AXK,ASOKHAR,26.5258,78.5561
AY,AYODHYA DHAM JN,26.787874,82.200694
AYC,AYODHYA CANTT,26.7681,82.1293
AYD,AYANDUR,11.9669,79.341
AYI,AYINGUDI,10.242163,79.124737
AYM,ADIYAKKAMUNGALM,10.757,79.6809
AYN,AIYANAPURAM,10.7887,78.9291
AYR,AYYALUR,10.4833,78.157
AYRN,AKSHAYWAT RAI NAGAR,25.6963,85.2801
AYU,ABHAYAPURI ASAM,26.3569,90.642
AYV,ARYANKAVU,8.9812,77.1529
AYVN,ARYANKAVU NEW BLOCK,8.955414,77.134661
AZ,AZIMGANJ JN,24.218553,88.256264
AZA,AZARA,26.09903,91.613617
AZK,AZHWARKURICHI,8.789065,77.375507
AZP,AYYAMPET,10.8963,79.2067
AZR,AZAMNAGAR ROAD,25.5557,87.8524
BA,BANDRA,19.0546,72.8406
BAA,BARALA,24.3009,88.0402
BAAR,BANDAR PH,22.052312,88.087006
BAB,BABINA,25.2382,78.4521
BABH,BAHALBA HALT,28.909861,76.263056
BABR,BALANAGAR,16.9477,78.189
BAC,BARGACHIA,22.666888,88.137753
BAD,BAD,27.3958,77.6895
BADA,BARDHA HALT,26.3368126,87.5307787
BADH,BADHAUNA HALT,25.297926,85.42385
BADK,BARKA,29.074,77.2737
BADR,BHADER,21.36477,70.928679
BAE,BALIAKHERI,29.9284,77.6336
BAF,BAP,27.3429,72.3842
BAGA,BHAGEGA,27.6772,75.7209
BAGD,BAGWADA,20.43956,72.916946
BAGJ,BARHARAGANJ,26.919315,83.907566
BAGL,BARA GOPAL,25.7649,84.9066
BAH,BHABHAR,24.06498,71.615474
BAHI,BALENAHALLI,14.250241,76.566296
BAHL,BANIHAL,33.4509,75.1864
BAHN,BABHAN GAON HALT,25.465102,87.817005
BAHP,BAND HAMIRPUR,26.3297,80.7443
BAHW,BAHIR KHANDA,22.8515,88.0706
BAI,BASSI,26.840767,76.047363
BAJ,BHALEJ,22.63255,73.034019
BAJE,BAJAKARE HALT,12.720726,75.509205
BAK,BHANKARI,26.975321,76.437378
BAKA,BANKA,24.878,86.9161
BAKK,BAKKAL,33.1427434,74.8941332
BAKL,BAKAL,21.124,80.9413
BAKT,BARHARA KOTHI,25.7768,87.0962
BAL,BUDALUR,10.7831,78.9817
BALR,BAITALPUR,26.5521,83.738
BALU,BALUGAN,19.7472,85.2008
BAM,BRAHMAPUR,19.2964,84.7969
BAMA,BIRAMBAD,26.9224,77.3246
BAMR,BAMUR,21.0066,84.4757
BAND,BANASWADI,13.00577,77.628236
BANE,BASNI,26.223103,73.010779
BANI,BANI,26.2269,81.6204
BANO,BANO,22.649839,84.896078
BAO,BANMOR,26.355435,78.098797
BAOL,BAOLI,29.1369,77.2778
BAP,BELAPUR,19.6195,74.6625
BAPN,BAIRPUR HALT,25.738634,86.140937
BAPR,BALLUPUR,27.5939,79.106
BAQ,GANJ BASODA,23.845257,77.944736
BAR,BAR,26.063028,74.113169
BARA,BARA,23.9953808,81.1749476
BARD,DUVRI KALAN,23.9937,81.5075
BARH,BARH,25.4617,85.7094
BARJ,BHARATGARH,31.0991,76.5964
BARL,BARAL,28.4943,77.8102
BARN,BARANAGAR ROAD,22.6534,88.3786
BARS,BARSANA,27.4427,77.1497
BARU,BAHARU,22.205008,88.44419
BASN,BHAINSWAN,29.0939,76.6802
BASR,BATESAR,26.907882,78.558856
BAT,BATALA JN,31.8215,75.1944
BATL,BAIHATOLA,23.231,82.0584
BATM,BATALA SUGAR ML,31.8571,75.2287
BAU,BURHANPUR,21.3342,76.1985
BAV,BARUVA,18.901,84.5544
BAW,CHIK BANAVAR,13.0739,77.5067
BAWA,BALWARA,25.510996,72.551651
BAWD,BHADWAD,21.323,74.0982
BAY,BALLARI JN.,15.145375,76.922235
BAZ,BARAN,25.0965,76.5048
BBA,BABRALA,28.266613,78.403534
BBAE,BAIDYABATI,22.795292,88.331838
BBAI,BHADBHUNJA,21.1659,73.6934
BBC,BHACHHBAR,25.7318,71.0444
BBD,BABLAD,17.337079,76.778769
BBDB,BENOY BADAL DINESH BAG,22.576757,88.346568
BBDE,BABARPUR,29.4499,76.9664
BBE,BAGHI BARDIHA,24.953,85.6233
BBGN,BARUA BAMUNGAON,26.661727,93.944263
BBHT,BARABAR HALT,25.008057,84.977198
BBI,BARA BANI,23.743555,87.019615
BBK,BARABANKI JN,26.9353,81.181
BBKR,BABA BAKALARAYA,31.5416,75.2386
BBL,BALRAI,26.9319,78.8075
BBLA,BHYABLA HALT,22.65469,88.855362
BBLK,B L DASPURI,27.3177,79.3668
BBM,BARABHUM,23.091686,86.211637
BBMN,BARI BRAHMAN,32.6391,74.9163
BBN,BARBIL,22.1045,85.369
BBO,BABUGARH,28.7473,77.8554
BBPR,BABUPUR,27.3496,81.07
BBQ,BASIN BRIDGE JN,13.1025,80.2713
BBR,BAGH BAZAR,22.605196,88.365316
BBRI,BANSHBARI HALT,26.1806,87.4276251
BBS,BHUBANESWAR,20.265498,85.842705
BBSN,BHUBANESWAR NEW JN,20.38149,85.835832
BBT,BIRATI,22.6647,88.4276
BBTR,BARBATPUR,22.1967,77.9204
BBU,BHABUA ROAD,25.173097,83.619003
BBW,BODARWAR,26.874,83.6327
BBY,BHADROLI,26.3058,78.1812
BC,BAREILLY CITY,28.355646,79.403708
BCA,BACHWARA JN,25.581378,85.900262
BCB,BHOWRA BH,23.67033,86.416569
BCD,BANSDIH ROAD,25.811303,84.214958
BCF,BANKAPASI,23.5721,88.0385
BCGM,BAINCHIGRAM,23.1062,88.2166
BCH,BERCHHA,23.2828,76.3346
BCHL,BACHELI,18.7036,81.2387
BCHN,BOCHASAN,22.4019574,72.8477141
BCHT,BARH COURT HALT,25.452674,85.688903
BCJ,BAGAHABISHUNPUR,24.8116,84.2048
BCK,BALICHAK,22.3577,87.5529
BCL,MUMBAI CENTRAL(L),18.9696253,72.8144371
BCN,BACHHRAWAN,26.4768,81.105
BCOB,BHACHAU BG,23.301191,70.344772
BCP,BICHPURI,27.1765,77.9144
BCPR,BACHHARPUR HALT,26.490222,85.665053
BCQ,BARACHAK JN.,23.707,86.9284
BCRD,BARCHHI ROAD,21.9519,78.312
BCU,BHUCHCHU,30.210212,75.095516
BCW,BHAWI,26.227681,73.613548
BCY,VARANASI CITY,25.334228,83.014224
BCYN,BUDHDEVCHAK YADAV NAGAR,25.497072,85.328402
BD,BADNERA JN.,20.857163,77.73269
BDAG,BONIDANGA,24.823,87.8101
BDBA,BADABANDHA,20.276851,86.520081
BDBG,BADHAI BALAMGRH,30.459994,74.460268
BDBP,BASUDEBPUR,24.639216,87.959461
BDBR,BHOGDBAR HALT,26.3841199,88.0611591
BDBS,BINDUBASINI HALT,24.792968,87.859383
BDC,BANDEL,22.923577,88.379282
BDCR,BHADRACHALAM RD,17.5503,80.616
BDDR,BADODAR,21.3613,70.2961
BDE,BODELI,22.269931,73.71632
BDGM,BADGAM,34.0155,74.7851
BDGP,BADANAGUPPE,11.9901,76.861
BDGU,BUDAGUMPA,15.395661,76.297296
BDH,BHEDIA,23.5867,87.7118
BDHA,BADHADA,21.2698,71.3369
BDHL,BADHAL,27.252,75.4516
BDHP,BHUDPUR,29.2702,77.2922
BDHT,BARDI HALT,21.6212,78.8224
BDHY,BUDHI,32.4408,75.4333
BDI,BHADLI,21.0222,75.6729
BDIN,BHADAIYAN,26.170229,82.170353
BDJ,VADAKARA,11.5934,75.587
BDKD,BHANDARKUND,21.836283,78.918631
BDKN,BANDHUA KALAN,26.2721,81.9956
BDKT,BADAKHANDITA,20.365429,86.083816
BDL,VINDHYACHAL,25.1606,82.5019
BDLN,BORDOLANI,27.4229,94.43264
BDM,BADAMI,15.9591,75.6769
BDMA,BUDHMA,25.902468,86.856709
BDME,BAIDYANATHDHAM,24.4892,86.692
BDMJ,BHODWAL MAJRI,29.1851,77.0082
BDN,BHADAN,26.9794,78.7375
BDNH,BHUDEVINAGAR HALT,17.4930836,78.5018439
BDNK,BODINAYAKKANUR,10.020751,77.346754
BDNP,BIDANPUR,25.5853,81.4423
BDO,BAHALDA ROAD,22.4407,86.1639
BDPA,BADALPUR PH,21.7102,87.6159
BDPG,BADA PADAGAON,20.570278,85.873518
BDPK,BURHAPANKA,20.852957,85.255623
BDPL,BANDARUPALLE,16.3651,80.3624
BDPR,BRINDABANPUR,23.3131,87.2933
BDRI,BHADRAULI,26.894154,78.482157
BDRL,BYADARAHALLI,12.50228,76.753106
BDS,BARADIGHI,26.801856,88.740349
BDSW,BUDHSINGHWALA,29.832156,74.22226
BDT,BORDUBI ROAD,27.399051,95.314465
BDTS,BANDRA TERMINUS,19.062341,72.840965
BDU,BADNAPUR,19.874419,75.722923
BDUA,BASUDEOPUR CHANDEL H,25.647407,85.545216
BDVL,BUDVEL,17.3098,78.4249
BDVR,BODDAVARA,18.1753,83.1127
BDVT,BHADRAVATI,13.842399,75.702802
BDW,BANDANWARA,26.125311,74.691389
BDWA,BADHWA BARA,23.2943,81.2867
BDWD,BODWAD,20.903763,76.017226
BDWL,BIRADHWAL,29.152311,73.887348
BDWS,BADARWAS,24.98351,77.561998
BDXT,BASAI DHANKOT,28.4644,76.9829
BDXX,BADEARAPUR,19.011164,81.837587
BDY,BUDDIREDDIPPATI,12.045,78.3131
BDYK,BINDAYAKA,26.924404,75.659752
BDYP,BIDYADHARPUR,22.425152,88.452902
BDYR,BIDYADABRI,26.2779,89.765703
BDZ,BADKULLA,23.3045,88.5264
BE,BAREILLY(NR),28.337134,79.410824
BEA,BIHIYA,25.5587,84.4488
BEAS,BEAS,31.5198,75.2912
BEB,BELDANGA,23.9323,88.2432
BEDM,BEDHAM,27.453979,77.209511
BEE,BEBEJIA,26.310035,92.640806
BEED,BEED,18.9717298,75.7319261
BEF,BHUPDEOPUR,21.9752,83.2602
BEG,BEHTAGOKUL,27.5306,80.055
BEH,BAGDIHI,21.9511,84.1864
BEHI,BENNEHALLI,14.787451,76.119087
BEHJ,BEHAJ,27.4814,77.3961
BEHR,BEOHARI,24.000449,81.379895
BEHS,BIHAR SHARIF,25.2065,85.5394
